time_bin,gpu_demand
1064400,3149
1064700,3149
1065000,3149
1065300,3149
1065600,3149
1065900,3149
1066200,3149
1066500,3149
1066800,3149
1067100,3149
1067400,3149
1067700,3149
1068000,3149
1068300,3149
1068600,3149
1068900,3149
1069200,3149
1069500,3149
1069800,3149
1070100,3149
1070400,3149
1070700,3149
1071000,3149
1071300,3149
1071600,3149
1071900,3149
1072200,3149
1072500,3150
1072800,3150
1073100,3150
1073400,3150
1073700,3150
1074000,3150
1074300,3150
1074600,3150
1074900,3150
1075200,3150
1075500,3150
1075800,3150
1076100,3150
1076400,3150
1076700,3150
1077000,3150
1077300,3150
1077600,3151
1077900,3151
1078200,3151
1078500,3151
1078800,3151
1079100,3151
1079400,3151
1079700,3151
1080000,3151
1080300,3151
1080600,3150
1080900,3150
1081200,3150
1081500,3150
1081800,3151
1082100,3151
1082400,3151
1082700,3150
1083000,3150
1083300,3150
1083600,3152
1083900,3152
1084200,3151
1084500,3150
1084800,3150
1085100,3150
1085400,3150
1085700,3150
1086000,3150
1086300,3150
1086600,3150
1086900,3150
1087200,3150
1087500,3150
1087800,3150
1088100,3150
1088400,3150
1088700,3150
1089000,3154
1089300,3154
1089600,3152
1089900,3150
1090200,3150
1090500,3150
1090800,3150
1091100,3150
1091400,3150
1091700,3150
1092000,3150
1092300,3157
1092600,3154
1092900,3154
1093200,3152
1093500,3152
1093800,3152
1094100,3152
1094400,3151
1094700,3151
1095000,3151
1095300,3151
1095600,3151
1095900,3150
1096200,3150
1096500,3150
1096800,3157
1097100,3100
1097400,3095
1097700,3093
1098000,3093
1098300,3093
1098600,3093
1098900,3093
1099200,3093
1099500,3093
1099800,3094
1100100,3096
1100400,3098
1100700,3096
1101000,3094
1101300,3094
1101600,3094
1101900,3162
1102200,3162
1102500,3162
1102800,3162
1103100,3162
1103400,3162
1103700,3180
1104000,3177
1104300,3171
1104600,3168
1104900,3167
1105200,3166
1105500,3169
1105800,3170
1106100,3169
1106400,3169
1106700,3168
1107000,3188
1107300,3188
1107600,3170
1107900,3170
1108200,3169
1108500,3169
1108800,3169
1109100,3168
1109400,3169
1109700,3169
1110000,3168
1110300,3168
1110600,3168
1110900,3168
1111200,3168
1111500,3168
1111800,3168
1112100,3168
1112400,3168
1112700,3168
1113000,3168
1113300,3168
1113600,3168
1113900,3168
1114200,3167
1114500,3167
1114800,3167
1115100,3167
1115400,3177
1115700,3174
1116000,3173
1116300,3173
1116600,3173
1116900,3168
1117200,3166
1117500,3166
1117800,3171
1118100,3171
1118400,3171
1118700,3171
1119000,3171
1119300,3170
1119600,3166
1119900,3166
1120200,3175
1120500,3169
1120800,3167
1121100,3167
1121400,3172
1121700,3172
1122000,3169
1122300,3168
1122600,3168
1122900,3168
1123200,3169
1123500,3169
1123800,3169
1124100,3168
1124400,3167
1124700,3167
1125000,3167
1125300,3167
1125600,3167
1125900,3167
1126200,3167
1126500,3167
1126800,3167
1127100,3167
1127400,3167
1127700,3167
1128000,3167
1128300,3167
1128600,3168
1128900,3168
1129200,3168
1129500,3168
1129800,3168
1130100,3168
1130400,3168
1130700,3168
1131000,3168
1131300,3168
1131600,3169
1131900,3168
1132200,3168
1132500,3168
1132800,3168
1133100,3168
1133400,3168
1133700,3168
1134000,3168
1134300,3168
1134600,3168
1134900,3168
1135200,3168
1135500,3168
1135800,3168
1136100,3169
1136400,3169
1136700,3169
1137000,3168
1137300,3168
1137600,3168
1137900,3168
1138200,3168
1138500,3168
1138800,3168
1139100,3168
1139400,3168
1139700,3168
1140000,3168
1140300,3168
1140600,3168
1140900,3168
1141200,3168
1141500,3168
1141800,3168
1142100,3168
1142400,3169
1142700,3169
1143000,3169
1143300,3168
1143600,3168
1143900,3168
1144200,3168
1144500,3172
1144800,3171
1145100,3168
1145400,3168
1145700,3168
1146000,3168
1146300,3168
1146600,3168
1146900,3168
1147200,3168
1147500,3168
1147800,3168
1148100,3168
1148400,3168
1148700,3169
1149000,3169
1149300,3168
1149600,3168
1149900,3170
1150200,3170
1150500,3170
1150800,3169
1151100,3169
1151400,3168
1151700,3168
1152000,3168
1152300,3168
1152600,3168
1152900,3168
1153200,3168
1153500,3168
1153800,3168
1154100,3168
1154400,3168
1154700,3168
1155000,3168
1155300,3168
1155600,3172
1155900,3171
1156200,3169
1156500,3169
1156800,3169
1157100,3169
1157400,3169
1157700,3169
1158000,3169
1158300,3170
1158600,3170
1158900,3170
1159200,3170
1159500,3169
1159800,3168
1160100,3168
1160400,3168
1160700,3168
1161000,3170
1161300,3170
1161600,3170
1161900,3169
1162200,3168
1162500,3168
1162800,3168
1163100,3168
1163400,3168
1163700,3168
1164000,3168
1164300,3168
1164600,3168
1164900,3168
1165200,3168
1165500,3168
1165800,3169
1166100,3169
1166400,3171
1166700,3171
1167000,3170
1167300,3169
1167600,3169
1167900,3168
1168200,3168
1168500,3168
1168800,3169
1169100,3169
1169400,3169
1169700,3168
1170000,3167
1170300,3167
1170600,3167
1170900,3167
1171200,3168
1171500,3168
1171800,3168
1172100,3169
1172400,3170
1172700,3168
1173000,3168
1173300,3168
1173600,3168
1173900,3168
1174200,3168
1174500,3169
1174800,3169
1175100,3168
1175400,3168
1175700,3167
1176000,3167
1176300,3167
1176600,3167
1176900,3167
1177200,3173
1177500,3173
1177800,3171
1178100,3168
1178400,3167
1178700,3167
1179000,3167
1179300,3167
1179600,3170
1179900,3169
1180200,3169
1180500,3169
1180800,3169
1181100,3168
1181400,3168
1181700,3168
1182000,3168
1182300,3168
1182600,3168
